EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,Attrition
1554,30,Male,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Frequently,6,Yes,1097,1,9,0,2,2,2,2,2,2,2,1,3,3,1,Yes
1556,33,Male,Single,Sales,Sales Executive,4,Other,Non-Travel,29,Yes,5382,0,9,5,15,2,0,2,2,3,1,3,2,3,1,Yes
1557,36,Male,Married,Human Resources,Manager,4,Technical Degree,Travel_Rarely,18,No,16485,0,0,2,6,2,6,6,3,2,4,3,3,3,0,No
1558,37,Female,Married,Human Resources,Human Resources,3,Marketing,Travel_Rarely,1,No,2445,1,10,2,2,2,2,2,3,2,3,3,4,3,0,No
1559,38,Male,Single,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,7,No,7675,0,9,0,2,0,2,1,3,2,2,3,3,3,0,No
1560,30,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,1,No,6094,0,8,4,7,1,1,7,1,3,3,3,3,3,0,No
1562,18,Male,Divorced,Sales,Manager,4,Technical Degree,Non-Travel,18,No,16782,2,11,0,0,0,0,0,1,2,4,2,4,3,0,No
1567,31,Male,Single,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,8,No,2948,2,32,0,1,1,1,1,4,3,1,2,4,3,1,Yes
1569,39,Female,Single,Human Resources,Manager,4,Technical Degree,Non-Travel,6,No,16424,0,12,0,0,0,0,0,1,4,1,3,2,3,0,No
1572,49,Female,Single,Research & Development,Laboratory Technician,4,Life Sciences,Non-Travel,5,Yes,1009,0,17,0,0,0,0,0,0,4,4,3,1,3,1,Yes
1573,30,Male,Single,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,29,Yes,14528,0,1,0,0,0,0,0,0,1,1,2,3,3,0,No
1574,38,Female,Married,Human Resources,Manager,4,Technical Degree,Travel_Rarely,10,No,14564,0,6,0,4,4,0,2,4,3,3,3,3,3,0,No
1575,31,Female,Married,Research & Development,Laboratory Technician,2,Medical,Travel_Rarely,6,No,3678,0,8,1,13,1,0,0,0,2,3,3,3,3,0,No
1578,41,Female,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,4,Yes,6147,0,30,3,20,1,2,1,3,4,2,2,4,4,0,No
1581,18,Male,Divorced,Research & Development,Laboratory Technician,1,Human Resources,Travel_Rarely,1,No,3446,0,11,1,0,0,0,0,3,4,2,2,3,3,0,No
1582,39,Male,Single,Sales,Sales Representative,5,Technical Degree,Travel_Rarely,5,No,2442,1,10,2,8,1,2,2,0,2,2,3,1,3,1,Yes
1583,47,Female,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,8,No,15654,0,21,0,0,0,0,0,3,3,2,2,3,3,1,Yes
1586,29,Female,Divorced,Research & Development,Research Director,5,Life Sciences,Travel_Rarely,1,No,16264,0,23,9,3,1,0,3,3,2,4,3,3,3,0,No
1588,42,Male,Married,Research & Development,Research Scientist,4,Life Sciences,Non-Travel,1,No,4604,2,0,4,7,3,1,0,1,3,4,2,3,3,0,No
1589,27,Male,Single,Research & Development,Healthcare Representative,2,Technical Degree,Travel_Rarely,10,No,8230,3,0,2,0,0,0,0,3,3,1,3,3,3,0,No
1591,26,Male,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,5,No,17537,1,2,0,3,3,2,2,2,3,3,3,3,3,0,No
1594,28,Male,Married,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,11,Yes,13151,2,4,0,0,0,0,0,3,3,4,3,4,3,1,Yes
1596,51,Male,Married,Human Resources,Human Resources,4,Medical,Travel_Rarely,9,No,3548,2,6,0,7,2,0,0,3,2,3,3,3,3,0,No
1599,31,Male,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,1,No,5953,2,1,2,2,2,2,0,2,4,1,2,4,3,0,No
1602,48,Male,Married,Research & Development,Research Director,3,Medical,Travel_Rarely,5,No,14773,1,13,0,5,3,5,5,4,4,1,2,3,3,0,No
1603,23,Female,Single,Sales,Sales Executive,1,Life Sciences,Non-Travel,2,No,9008,0,15,1,1,1,1,1,4,4,2,3,3,3,0,No
1607,34,Male,Single,Human Resources,Human Resources,3,Marketing,Travel_Rarely,3,No,4676,0,18,4,6,0,6,2,4,1,2,4,2,3,0,No
1608,36,Male,Married,Research & Development,Research Director,2,Marketing,Travel_Rarely,1,Yes,12216,3,0,5,7,0,2,2,3,3,2,3,3,3,0,No
1610,30,Male,Single,Sales,Manager,3,Marketing,Non-Travel,29,Yes,19507,0,4,2,3,3,0,1,3,4,2,3,3,3,0,No
1611,44,Male,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,1,No,1009,0,8,0,13,4,3,5,3,2,2,3,3,4,1,Yes
1614,41,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Frequently,3,No,7966,2,11,2,3,3,3,3,3,1,4,3,3,3,0,No
1617,47,Male,Divorced,Research & Development,Manufacturing Director,4,Medical,Non-Travel,2,Yes,14604,0,9,4,2,2,2,2,4,4,4,2,4,3,0,No
1620,32,Male,Divorced,Sales,Sales Executive,3,Human Resources,Travel_Rarely,7,No,8340,1,0,2,6,1,0,0,0,4,3,3,3,3,0,No
1622,37,Female,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,10,No,1683,1,3,4,12,2,0,0,5,3,3,3,4,3,1,Yes
1625,21,Male,Married,Human Resources,Manager,4,Life Sciences,Travel_Frequently,1,No,17204,0,11,4,1,1,1,1,3,3,3,3,3,4,0,No
1626,35,Male,Divorced,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,5,Yes,16903,0,1,2,7,2,3,4,4,4,3,3,3,3,0,No
1627,35,Male,Divorced,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,11,No,7776,0,19,1,0,0,0,0,3,3,3,3,4,3,0,No
1629,43,Female,Divorced,Human Resources,Human Resources,3,Marketing,Travel_Rarely,12,Yes,1009,0,13,0,1,1,1,1,2,4,2,3,2,3,0,No
1630,26,Male,Married,Research & Development,Research Scientist,4,Life Sciences,Travel_Frequently,1,Yes,4002,1,22,2,0,0,0,0,2,3,3,4,2,3,1,Yes
1631,29,Male,Divorced,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,16,Yes,5561,1,17,3,1,0,1,1,2,4,1,3,3,3,1,Yes
1632,25,Female,Single,Research & Development,Research Director,2,Medical,Travel_Rarely,8,No,17728,1,2,1,1,0,1,0,4,1,4,3,3,3,0,No
1634,35,Female,Married,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,5,No,7755,0,18,1,1,1,0,1,3,3,1,4,3,3,0,No
1635,35,Male,Married,Human Resources,Manager,2,Medical,Travel_Rarely,5,No,19999,0,12,6,15,5,2,2,3,4,1,4,2,3,0,No
1638,34,Female,Married,Human Resources,Human Resources,1,Life Sciences,Travel_Rarely,8,Yes,4174,0,10,0,2,1,2,0,3,1,3,3,3,3,0,No
1639,33,Male,Married,Sales,Manager,2,Life Sciences,Travel_Rarely,2,No,17753,1,4,1,5,3,0,0,2,4,4,3,3,3,0,No
1640,44,Male,Single,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,9,Yes,6725,0,8,1,8,3,6,2,1,2,2,2,3,3,1,Yes
1641,37,Male,Single,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,10,No,3482,0,4,5,7,1,5,2,2,1,3,3,2,3,1,Yes
1642,37,Male,Married,Human Resources,Human Resources,2,Technical Degree,Travel_Rarely,7,No,5538,0,27,3,5,2,0,4,3,3,4,3,3,3,0,No
1645,42,Female,Married,Research & Development,Research Scientist,4,Life Sciences,Non-Travel,16,No,4246,0,18,0,2,2,1,2,3,4,1,2,4,3,0,No
1647,38,Male,Single,Human Resources,Human Resources,3,Marketing,Travel_Rarely,10,Yes,4679,0,16,1,3,1,0,0,3,1,3,3,4,3,0,No
1648,48,Female,Single,Human Resources,Human Resources,1,Medical,Travel_Rarely,16,Yes,6322,1,13,0,5,1,1,1,2,4,4,2,3,3,0,No
1652,39,Male,Single,Sales,Sales Representative,3,Medical,Non-Travel,24,Yes,2739,1,13,0,5,0,0,1,3,3,4,3,3,3,0,No
1653,39,Female,Married,Research & Development,Research Director,3,Life Sciences,Non-Travel,1,No,16108,3,16,0,5,5,0,3,2,1,1,4,3,3,0,No
1657,31,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,1,No,3345,1,8,3,6,3,0,4,3,2,1,3,3,4,0,No
1660,20,Male,Single,Human Resources,Human Resources,2,Life Sciences,Non-Travel,10,Yes,5561,0,2,0,1,1,1,1,3,3,4,2,3,3,0,No
1661,41,Female,Single,Research & Development,Research Scientist,3,Life Sciences,Non-Travel,1,No,4983,0,9,2,15,4,4,2,3,2,2,2,3,3,0,No
1664,30,Male,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,11,No,2775,1,0,1,0,0,0,0,5,1,2,4,1,3,0,No
1667,46,Female,Single,Sales,Sales Executive,3,Life Sciences,Non-Travel,6,No,5643,0,0,1,15,10,0,2,4,4,3,3,3,3,0,No
1670,35,Male,Divorced,Sales,Manager,4,Medical,Travel_Rarely,9,No,14783,1,12,3,3,0,3,0,3,4,3,4,1,4,0,No
1671,30,Male,Married,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,1,No,1693,1,5,9,0,0,0,0,1,3,2,2,3,4,1,Yes
1672,33,Male,Married,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,6,Yes,3762,2,4,0,1,1,1,1,2,3,3,3,3,3,0,No
1673,25,Male,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,Non-Travel,11,Yes,4701,0,15,1,3,0,0,1,3,3,4,2,2,3,0,No
1675,19,Male,Divorced,Sales,Manager,4,Life Sciences,Travel_Rarely,5,No,17506,0,9,2,1,1,1,1,3,3,1,2,3,3,0,No
1678,21,Male,Divorced,Research & Development,Research Scientist,3,Other,Travel_Rarely,5,Yes,8429,1,18,4,0,0,0,0,4,4,1,3,2,3,0,No
1681,40,Male,Single,Sales,Sales Executive,1,Medical,Travel_Rarely,3,Yes,8124,0,3,1,10,2,2,0,1,2,1,2,3,3,1,Yes
1683,34,Female,Married,Research & Development,Laboratory Technician,1,Marketing,Travel_Rarely,1,No,2462,0,0,0,0,0,0,0,1,2,4,3,4,3,0,No
1685,46,Male,Single,Research & Development,Research Scientist,3,Technical Degree,Travel_Rarely,4,No,8937,1,24,2,7,0,0,1,3,4,2,2,2,3,0,No
1687,45,Female,Divorced,Research & Development,Research Director,4,Other,Travel_Rarely,15,No,16188,0,0,0,0,0,0,0,3,1,4,3,3,4,0,No
1688,28,Male,Single,Sales,Sales Executive,4,Technical Degree,Non-Travel,17,No,6101,1,20,3,4,2,1,4,0,2,4,3,2,3,0,No
1690,24,Male,Married,Sales,Sales Executive,3,Medical,Non-Travel,14,Yes,7090,1,7,0,2,2,2,1,4,4,1,2,4,3,0,No
1691,48,Male,Single,Research & Development,Research Director,3,Medical,Travel_Rarely,2,Yes,15052,1,11,3,0,0,0,0,2,2,1,2,3,4,0,No
1692,48,Male,Single,Research & Development,Research Director,3,Medical,Non-Travel,1,Yes,17393,1,15,7,1,1,1,0,0,4,3,3,4,3,0,No
1693,32,Male,Divorced,Sales,Manager,3,Marketing,Travel_Rarely,3,No,17806,1,15,0,6,0,2,2,2,3,1,2,4,3,1,Yes
1694,33,Female,Married,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,9,Yes,12692,1,8,6,3,0,3,3,3,1,4,3,3,3,1,Yes
1695,27,Male,Divorced,Sales,Sales Representative,4,Life Sciences,Non-Travel,1,No,2563,0,13,2,9,0,8,2,3,2,3,1,3,3,0,No
1696,45,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,1,No,3740,0,5,5,1,1,1,0,6,2,1,3,2,3,0,No
1702,33,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,9,No,15365,1,9,0,15,9,2,0,3,4,3,2,2,3,0,No
1703,38,Male,Divorced,Human Resources,Human Resources,1,Marketing,Travel_Rarely,11,No,4278,3,15,0,9,0,2,4,3,4,2,3,4,4,1,Yes
1704,27,Female,Married,Research & Development,Research Director,3,Human Resources,Non-Travel,16,Yes,15637,1,21,2,9,1,1,1,3,2,4,3,2,3,0,No
1706,33,Male,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,5,No,2121,0,13,6,1,1,0,1,2,2,1,3,3,3,0,No
1707,32,Female,Single,Human Resources,Manager,4,Marketing,Non-Travel,2,No,14078,0,17,3,9,0,7,1,2,4,2,3,3,3,1,Yes
1711,25,Female,Divorced,Human Resources,Manager,2,Life Sciences,Travel_Rarely,13,No,17911,1,5,1,7,7,2,5,5,4,3,3,3,3,0,No
1712,56,Female,Married,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,4,No,4918,1,20,4,1,1,1,1,1,3,1,4,3,4,0,No
1713,48,Male,Single,Sales,Manager,5,Life Sciences,Travel_Rarely,1,No,14962,1,9,4,1,1,1,1,1,2,4,3,2,3,0,No
1716,32,Female,Married,Research & Development,Research Scientist,4,Medical,Travel_Rarely,1,Yes,4111,0,10,5,8,0,0,0,3,4,1,1,4,3,1,Yes
1718,37,Female,Single,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,4,No,3113,2,10,1,11,3,3,0,5,1,4,3,3,4,1,Yes
1721,22,Female,Divorced,Human Resources,Human Resources,2,Marketing,Travel_Frequently,7,No,1009,0,9,1,4,2,4,3,2,1,1,3,2,3,1,Yes
1722,32,Male,Single,Human Resources,Manager,2,Other,Travel_Rarely,7,No,18024,0,0,1,6,0,0,0,1,4,3,1,3,3,0,No
1724,35,Male,Married,Research & Development,Research Scientist,4,Medical,Non-Travel,11,Yes,7178,0,19,0,17,8,7,1,6,1,2,2,3,3,0,No
1732,40,Female,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,21,No,3096,1,9,0,5,3,5,5,2,3,2,3,2,4,0,No
1736,24,Male,Married,Research & Development,Research Scientist,3,Marketing,Non-Travel,8,No,4727,1,10,0,6,2,5,4,1,3,2,3,3,3,0,No
1737,19,Male,Divorced,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,9,No,5494,2,17,1,1,1,0,1,1,2,2,3,3,3,0,No
1738,28,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,9,No,4320,0,0,0,0,0,0,0,3,3,3,3,2,3,0,No
1739,33,Male,Single,Research & Development,Research Director,2,Human Resources,Travel_Rarely,8,No,16756,2,21,9,10,0,2,9,4,2,3,3,4,3,0,No
1740,27,Female,Married,Sales,Manager,1,Life Sciences,Non-Travel,10,No,14294,1,13,2,0,0,0,0,2,4,1,3,3,3,1,Yes
1741,41,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,2,No,13656,1,15,2,2,1,2,2,3,4,3,2,3,3,0,No
1746,29,Male,Married,Human Resources,Manager,3,Marketing,Travel_Rarely,4,Yes,16056,1,0,0,3,3,2,0,3,3,4,3,2,3,0,No
1750,41,Male,Married,Sales,Sales Executive,1,Life Sciences,Non-Travel,3,Yes,7291,1,4,2,4,4,0,0,3,2,3,4,2,3,0,No
1752,29,Male,Divorced,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,24,No,1850,2,7,1,1,1,1,1,2,1,3,1,3,3,0,No
1754,27,Female,Married,Research & Development,Laboratory Technician,3,Human Resources,Travel_Frequently,3,Yes,2071,2,15,3,3,0,0,1,1,3,2,3,3,3,0,No
1761,21,Female,Divorced,Human Resources,Manager,4,Human Resources,Travel_Rarely,2,No,16747,1,15,0,3,0,1,0,1,1,1,3,3,3,0,No
1764,41,Male,Married,Human Resources,Human Resources,2,Marketing,Travel_Rarely,7,No,3004,1,31,1,0,0,0,0,3,2,3,2,3,3,0,No
1765,39,Male,Divorced,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,20,No,3633,0,13,1,0,0,0,0,4,1,4,3,3,3,0,No
1766,43,Female,Single,Research & Development,Research Scientist,2,Marketing,Non-Travel,5,No,9247,0,5,4,1,1,1,1,5,3,3,3,4,3,0,No
1767,38,Male,Divorced,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,10,Yes,4960,2,13,0,8,2,1,3,3,4,1,2,3,3,0,No
1769,40,Male,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,14,Yes,4944,1,2,6,17,7,1,11,0,3,3,3,2,3,0,No
1770,53,Male,Divorced,Research & Development,Manufacturing Director,1,Human Resources,Travel_Rarely,1,Yes,15902,1,14,3,0,0,0,0,3,4,4,3,2,3,0,No
1771,25,Female,Married,Human Resources,Manager,4,Other,Travel_Rarely,10,No,19136,0,15,1,6,5,2,1,5,4,1,3,1,4,0,No
1773,59,Male,Married,Sales,Sales Executive,4,Life Sciences,Non-Travel,29,Yes,5977,2,10,5,2,1,2,2,4,1,2,4,2,3,0,No
1774,33,Male,Single,Sales,Sales Executive,2,Life Sciences,Travel_Frequently,6,No,6437,0,7,9,0,0,0,0,2,3,4,4,3,3,1,Yes
1778,38,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Non-Travel,15,No,18310,3,19,4,0,0,0,0,2,4,2,2,3,3,0,No
1779,32,Male,Married,Human Resources,Human Resources,4,Life Sciences,Non-Travel,6,No,2465,1,0,1,3,1,3,3,4,4,4,3,3,3,0,No
1782,51,Female,Divorced,Human Resources,Human Resources,2,Medical,Travel_Rarely,10,No,3975,1,19,0,0,0,0,0,2,1,3,3,3,3,1,Yes
1785,36,Female,Married,Research & Development,Research Director,2,Medical,Travel_Rarely,8,No,17668,1,20,4,9,2,9,1,3,4,3,3,3,3,0,No
1787,33,Female,Married,Research & Development,Healthcare Representative,5,Medical,Travel_Rarely,7,Yes,9212,0,9,0,12,2,12,4,2,3,4,2,3,3,0,No
1791,56,Male,Married,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,1,No,5795,0,1,5,12,1,1,2,2,3,1,3,4,3,0,No
1795,38,Male,Divorced,Research & Development,Research Director,1,Medical,Non-Travel,5,No,15568,1,12,1,1,1,1,1,3,1,3,3,3,3,1,Yes
1798,29,Male,Divorced,Human Resources,Manager,3,Marketing,Travel_Rarely,5,No,17403,2,14,1,1,1,0,0,2,4,1,4,4,3,0,No
1799,50,Male,Married,Research & Development,Research Director,2,Human Resources,Non-Travel,1,Yes,13351,1,23,2,5,5,1,2,2,2,3,3,3,3,0,No
1801,29,Male,Single,Research & Development,Research Scientist,3,Life Sciences,Non-Travel,1,No,5781,0,17,8,6,4,3,1,3,4,3,3,2,3,0,No
1804,43,Female,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,6,No,5151,0,10,1,6,0,0,0,4,3,3,3,3,3,0,No
1807,18,Male,Married,Sales,Sales Executive,4,Marketing,Travel_Rarely,29,No,6788,1,3,1,0,0,0,0,4,3,1,3,3,3,0,No
1810,35,Female,Married,Research & Development,Healthcare Representative,3,Marketing,Travel_Rarely,2,No,6113,2,14,0,5,0,0,1,2,1,1,2,3,3,0,No
1812,30,Male,Married,Sales,Manager,2,Marketing,Travel_Rarely,7,No,16409,0,8,0,1,0,1,1,4,1,2,4,3,3,0,No
1814,22,Female,Married,Research & Development,Research Director,4,Human Resources,Travel_Frequently,4,No,14719,2,6,0,4,4,3,4,3,1,1,3,3,3,0,No
1819,39,Male,Single,Sales,Sales Executive,2,Human Resources,Travel_Frequently,1,No,5983,1,15,3,7,0,4,1,1,3,2,3,3,3,0,No
1822,36,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,20,No,5333,0,13,0,18,6,18,0,0,4,2,3,3,3,0,No
1824,44,Female,Divorced,Research & Development,Research Director,1,Technical Degree,Travel_Rarely,1,Yes,11938,0,7,0,2,0,2,2,1,3,1,2,4,3,0,No
1825,21,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,28,No,5861,0,6,0,3,1,3,3,3,1,4,3,4,3,0,No
1827,45,Male,Divorced,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,6,Yes,3965,1,14,0,0,0,0,0,3,3,3,2,4,3,1,Yes
1828,32,Female,Married,Sales,Sales Executive,3,Medical,Travel_Rarely,3,No,6524,0,12,1,1,1,1,1,3,4,4,1,3,3,0,No
1829,41,Female,Married,Human Resources,Manager,4,Marketing,Travel_Rarely,8,No,15945,0,4,6,0,0,0,0,4,4,4,3,3,3,0,No
1830,31,Female,Married,Research & Development,Research Director,4,Medical,Travel_Rarely,23,No,14305,0,5,1,13,7,2,1,2,2,3,4,3,3,0,No
1832,34,Female,Married,Sales,Sales Executive,4,Medical,Travel_Rarely,1,No,4755,0,15,1,5,4,5,0,3,1,4,3,1,3,0,No
1834,46,Female,Single,Human Resources,Human Resources,4,Other,Travel_Rarely,3,No,6151,1,12,0,5,5,2,5,2,2,2,2,3,3,0,No
1835,52,Female,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,9,No,4089,1,20,1,11,1,1,0,2,3,4,3,3,4,0,No
1838,37,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,10,No,12432,0,23,0,3,3,3,3,3,3,4,2,3,3,0,No
1839,44,Male,Single,Sales,Sales Executive,2,Life Sciences,Non-Travel,7,No,6997,0,10,6,4,1,1,1,1,1,4,1,3,3,0,No
1842,45,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,1,Yes,4998,0,4,3,13,0,1,0,3,4,3,3,3,3,0,No
1843,45,Female,Divorced,Sales,Manager,3,Life Sciences,Travel_Rarely,2,No,15850,1,18,1,15,5,2,3,4,4,2,3,3,3,0,No
1844,36,Female,Divorced,Human Resources,Manager,4,Marketing,Travel_Rarely,7,No,18229,1,9,2,9,1,2,3,3,3,1,3,2,3,1,Yes
1845,51,Male,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,1,No,3056,1,22,1,13,1,4,6,3,3,4,3,4,3,0,No
1846,29,Male,Married,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,1,No,17236,1,9,0,11,11,11,0,1,4,4,3,3,3,1,Yes
1847,47,Male,Single,Sales,Manager,2,Marketing,Travel_Rarely,8,No,17013,0,8,0,0,0,0,0,3,4,3,2,3,3,0,No
1850,43,Male,Single,Research & Development,Research Director,2,Life Sciences,Non-Travel,14,No,15867,2,7,4,2,2,2,2,3,1,2,4,3,3,0,No
1852,34,Male,Single,Sales,Manager,4,Medical,Travel_Rarely,2,No,18846,0,0,2,2,0,2,0,0,1,3,4,2,3,0,No
1853,21,Male,Divorced,Research & Development,Research Scientist,3,Medical,Travel_Rarely,7,Yes,4936,0,1,1,1,1,1,0,3,4,3,3,3,3,1,Yes
1855,19,Male,Divorced,Research & Development,Laboratory Technician,3,Human Resources,Travel_Rarely,6,No,1009,0,23,2,0,0,0,0,2,4,4,3,1,3,1,Yes
1858,41,Male,Divorced,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,3,No,13756,2,10,0,0,0,0,0,2,4,4,3,4,3,0,No
1861,40,Female,Married,Sales,Manager,1,Life Sciences,Travel_Rarely,7,Yes,15235,0,10,1,2,0,2,2,3,3,4,2,3,3,0,No
1862,35,Male,Married,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,8,No,7661,0,14,1,17,3,10,5,3,4,1,2,4,4,0,No
1864,26,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,6,No,15867,0,5,3,2,2,2,1,3,4,1,3,1,3,0,No
1868,37,Male,Single,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,16,No,14761,0,23,2,15,4,8,2,3,2,2,1,2,3,0,No
1871,46,Female,Married,Research & Development,Laboratory Technician,2,Marketing,Non-Travel,4,No,1791,0,6,5,1,0,1,1,2,3,1,3,1,3,1,Yes
1872,51,Female,Married,Sales,Manager,4,Other,Travel_Rarely,5,No,17826,0,5,1,2,2,1,0,3,2,4,3,3,3,0,No
1873,38,Female,Divorced,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,4,No,14777,0,11,1,6,2,0,0,4,1,2,3,3,3,0,No
1880,30,Male,Divorced,Research & Development,Research Scientist,4,Life Sciences,Non-Travel,1,No,3633,0,14,8,2,2,1,1,3,4,3,3,2,3,0,No
1881,36,Female,Single,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,10,Yes,1788,1,15,1,0,0,0,0,4,1,2,3,4,3,0,No
1883,42,Female,Single,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,4,No,5210,1,4,7,5,0,5,0,2,1,2,4,4,3,0,No
1885,30,Female,Married,Human Resources,Manager,3,Other,Travel_Rarely,17,No,18745,0,16,0,1,1,1,1,2,3,1,2,3,3,0,No
1887,54,Male,Single,Research & Development,Research Scientist,3,Life Sciences,Non-Travel,1,No,5886,1,6,0,15,5,2,1,2,4,4,3,2,3,0,No
1888,37,Male,Single,Sales,Manager,4,Life Sciences,Travel_Rarely,5,Yes,15303,0,10,3,0,0,0,0,2,3,4,2,3,3,1,Yes
1891,21,Male,Single,Research & Development,Laboratory Technician,5,Marketing,Travel_Rarely,1,Yes,5169,0,7,0,0,0,0,0,0,4,4,3,2,3,1,Yes
1892,48,Male,Married,Research & Development,Research Director,3,Marketing,Travel_Rarely,3,No,17440,0,6,2,6,6,0,0,3,3,2,3,3,4,0,No
1894,34,Female,Married,Research & Development,Healthcare Representative,4,Technical Degree,Non-Travel,3,No,6448,0,15,1,7,1,1,1,0,1,2,2,3,3,0,No
1897,37,Male,Married,Sales,Sales Executive,3,Medical,Non-Travel,1,Yes,9209,1,16,1,19,0,3,5,3,4,1,3,3,3,0,No
1903,38,Male,Divorced,Research & Development,Research Director,4,Marketing,Travel_Rarely,11,Yes,16748,1,8,7,0,0,0,0,0,3,2,1,3,4,1,Yes
1905,36,Male,Divorced,Research & Development,Research Director,4,Marketing,Travel_Rarely,10,Yes,17239,1,8,1,0,0,0,0,3,2,3,4,3,3,0,No
1907,33,Male,Single,Human Resources,Manager,4,Human Resources,Travel_Rarely,8,No,19023,0,11,0,13,4,2,2,2,3,4,3,3,3,1,Yes
1908,25,Female,Divorced,Sales,Manager,3,Medical,Travel_Rarely,1,Yes,18964,1,3,3,7,0,3,1,6,4,3,1,3,4,0,No
1909,23,Male,Divorced,Research & Development,Healthcare Representative,3,Technical Degree,Travel_Rarely,10,No,6966,2,10,3,5,4,1,0,2,1,3,3,3,3,1,Yes
1910,43,Female,Married,Research & Development,Research Director,4,Life Sciences,Non-Travel,6,No,15208,3,8,0,25,3,0,8,1,4,3,3,4,3,0,No
1911,29,Female,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,12,Yes,17072,0,9,2,10,3,4,2,2,1,4,2,3,3,0,No
1913,39,Female,Divorced,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,13,Yes,14048,0,26,5,9,7,2,2,2,4,2,4,3,3,0,No
1915,18,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,15,No,2164,1,11,0,0,0,0,0,3,1,3,2,2,4,0,No
1916,24,Male,Divorced,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,9,No,15202,1,6,2,1,1,1,1,2,3,4,3,2,3,1,Yes
1918,39,Female,Married,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,23,Yes,3571,1,5,0,13,7,6,8,2,2,3,3,3,3,1,Yes
